,I(q) (a.u.),q (1/A)
0,1047.9738095238095,0.006729881598746206
1,978.9551136363638,0.006999076732009873
2,926.8786585365855,0.007268271849898705
3,876.6398809523808,0.0075374669518213635
4,813.6999999999998,0.007806662037186508
5,771.9420212765957,0.008075857105402803
6,709.9692307692309,0.008345052155878916
7,663.2310000000001,0.008614247188023502
8,609.5408653846154,0.008883442201245227
9,566.0491228070175,0.009152637194952754
10,522.7346153846154,0.00942183216855475
11,474.48965517241396,0.009691027121459871
12,438.0451754385965,0.009960222053076789
13,395.340625,0.010229416962814163
14,361.26169354838703,0.010498611850080662
15,328.2478813559321,0.01076780671428495
16,293.9933823529412,0.011037001554835685
17,266.37840909090903,0.01130619637114154
18,235.8559027777778,0.011575391162611182
19,210.50108695652176,0.011844585928653274
20,186.34669117647053,0.012113780668676478
21,164.1668918918919,0.012382975382089469
22,144.13253424657537,0.012652170068300907
23,123.77724358974359,0.012921364726719465
24,107.7486842105263,0.013190559356753806
25,91.14077380952384,0.013459753957812598
26,78.13765432098766,0.013728948529304516
27,66.37884615384614,0.013998143070638226
28,55.63430232558137,0.014267337581222395
29,46.6104938271605,0.014536532060465688
30,37.61382978723404,0.014805726507776786
31,30.831395348837205,0.015074920922564352
32,25.01916666666665,0.015344115304237056
33,20.091483516483493,0.015613309652203573
34,16.248369565217374,0.01588250396587258
35,12.880867346938778,0.016151698244652735
36,10.054639175257726,0.01642089248795272
37,7.764795918367348,0.016690086695181204
38,6.318750000000001,0.016959280865746867
39,5.377835051546398,0.01722847499905837
40,4.737499999999997,0.01749766909452441
41,4.569749999999999,0.017766863151553642
42,4.808254716981139,0.01803605716955474
43,5.088053097345117,0.01830525114793639
44,5.574278846153845,0.01857444508610727
45,6.15446428571429,0.01884363898347605
46,6.741121495327107,0.019112832839451404
47,7.250416666666645,0.01938202665344202
48,7.773491379310343,0.01965122042485657
49,8.325431034482747,0.019920414153103735
50,8.904201680672266,0.020189607837592195
51,9.421875,0.020458801477730628
52,9.869758064516134,0.02072799507292771
53,10.390756302521012,0.020997188622592134
54,10.807459677419352,0.021266382126132573
55,11.259807692307682,0.02153557558295771
56,11.248399999999997,0.02180476899247624
57,11.069216417910447,0.02207396235409682
58,10.889087301587303,0.022343155667228158
59,10.551679104477621,0.02261234893127893
60,10.27591240875914,0.02288154214565783
61,10.023897058823529,0.023150735309773525
62,9.72663043478262,0.023419928423034714
63,9.390648854961846,0.023689121484850088
64,8.812000000000012,0.023958314494628322
65,8.355797101449276,0.02422750745177812
66,7.831423611111113,0.02449670035570816
67,7.262413793103455,0.024765893205827144
68,6.7609589041096,0.02503508600154374
69,6.136677631578941,0.02530427874226666
70,5.683620689655164,0.02557347142740459
71,5.244666666666667,0.025842664056366215
72,4.72943037974683,0.02611185662856024
73,4.055098684210527,0.026381049143395355
74,3.5198757763975124,0.026650241600280258
75,3.133717105263166,0.02691943399862364
76,2.77138554216868,0.02718862633783419
77,2.411645962732919,0.027457818617320617
78,2.0477564102564187,0.02772701083649161
79,1.6625000000000085,0.027996202994755876
80,1.3666149068322966,0.028265395091522105
81,1.1054597701149333,0.028534587126199013
82,0.8855654761904717,0.02880377909819528
83,0.7870481927710813,0.029072971006919617
84,0.7320175438596479,0.029342162851780738
85,0.8114825581395309,0.02961135463218732
86,0.8638888888888872,0.029880546347548092
87,0.9482857142857171,0.030149737997271747
88,1.0314606741573016,0.030418929580766994
89,1.2568548387096854,0.03068812109744254
90,1.3541666666666714,0.03095731254670709
91,1.3969273743016757,0.03122650392796935
92,1.497961956521742,0.03149569524063803
93,1.6986702127659612,0.031764886484121846
94,1.7211640211640216,0.03203407765782951
95,1.8452127659574558,0.032303268761169714
96,1.9747282608695684,0.0325724597935512
97,2.063601036269432,0.032841650754382654
98,2.1055825242718385,0.033110841643072805
99,2.152526595744675,0.033380032459030366
100,2.199628712871288,0.03364922320166406
101,2.254497354497353,0.03391841387038259
102,2.301470588235297,0.03418760446459468
103,2.3268203883495246,0.034456794983709065
104,2.2837563451776575,0.03472598542713443
105,2.3306071871127685,0.03499517579427953
106,2.374794520547958,0.035264366084553064
